State,Year,Sector,Carbon_Type,Emission (Metric Tons)
Gujarat,2015,Waste Management,CH4,9.25
Gujarat,2016,Energy,CO,2.92
Gujarat,2016,Energy,CO2,34.33
Gujarat,2016,Energy,CH4,3.05
Gujarat,2016,Industry,CO,2.57
Gujarat,2016,Industry,CO2,44.97
Gujarat,2016,Industry,CH4,2.2
Gujarat,2016,Transportation,CO,3.8
Gujarat,2016,Transportation,CO2,31.74
Gujarat,2016,Transportation,CH4,0.5
Gujarat,2016,Agriculture,CO,0.48
Gujarat,2016,Agriculture,CO2,6.78
Gujarat,2016,Agriculture,CH4,7.54
Gujarat,2016,Waste Management,CO,0.22
Gujarat,2016,Waste Management,CO2,5.81
Gujarat,2016,Waste Management,CH4,3.42
Gujarat,2017,Energy,CO,3.34
Gujarat,2017,Energy,CO2,62.0
Gujarat,2017,Energy,CH4,2.27
Gujarat,2017,Industry,CO,1.38
Gujarat,2017,Industry,CO2,53.16
Gujarat,2017,Industry,CH4,3.61
Gujarat,2017,Transportation,CO,4.07
Gujarat,2017,Transportation,CO2,17.03
Gujarat,2017,Transportation,CH4,0.58
Gujarat,2017,Agriculture,CO,0.49
Gujarat,2017,Agriculture,CO2,14.58
Gujarat,2017,Agriculture,CH4,6.41
Gujarat,2017,Waste Management,CO,0.44
Gujarat,2017,Waste Management,CO2,5.93
Gujarat,2017,Waste Management,CH4,5.47
Gujarat,2018,Energy,CO,2.47
Gujarat,2018,Energy,CO2,63.68
Gujarat,2018,Energy,CH4,3.4
Gujarat,2018,Industry,CO,2.05
Gujarat,2018,Industry,CO2,54.44
Gujarat,2018,Industry,CH4,2.31
Gujarat,2018,Transportation,CO,3.75
Gujarat,2018,Transportation,CO2,17.61
Gujarat,2018,Transportation,CH4,0.69
Gujarat,2018,Agriculture,CO,0.49
Gujarat,2018,Agriculture,CO2,9.55
Gujarat,2018,Agriculture,CH4,7.39
Gujarat,2018,Waste Management,CO,0.31
Gujarat,2018,Waste Management,CO2,5.64
Gujarat,2018,Waste Management,CH4,5.21
Gujarat,2019,Energy,CO,2.93
Gujarat,2019,Energy,CO2,63.32
Gujarat,2019,Energy,CH4,3.62
Gujarat,2019,Industry,CO,1.19
Gujarat,2019,Industry,CO2,23.08
Gujarat,2019,Industry,CH4,2.27
Gujarat,2019,Transportation,CO,3.3
Gujarat,2019,Transportation,CO2,29.33
Gujarat,2019,Transportation,CH4,1.18
Gujarat,2019,Agriculture,CO,0.56
Gujarat,2019,Agriculture,CO2,11.33
Gujarat,2019,Agriculture,CH4,11.28
Gujarat,2019,Waste Management,CO,0.26
Gujarat,2019,Waste Management,CO2,6.56
Gujarat,2019,Waste Management,CH4,4.39
Gujarat,2020,Energy,CO,3.05
Gujarat,2020,Energy,CO2,53.75
Gujarat,2020,Energy,CH4,2.85
Gujarat,2020,Industry,CO,1.53
Gujarat,2020,Industry,CO2,20.47
Gujarat,2020,Industry,CH4,2.28
Gujarat,2020,Transportation,CO,1.89
Gujarat,2020,Transportation,CO2,25.66
Gujarat,2020,Transportation,CH4,1.5
Gujarat,2020,Agriculture,CO,0.51
Gujarat,2020,Agriculture,CO2,10.63
Gujarat,2020,Agriculture,CH4,5.65
Gujarat,2020,Waste Management,CO,0.39
Gujarat,2020,Waste Management,CO2,3.36
Gujarat,2020,Waste Management,CH4,8.15
Gujarat,2021,Energy,CO,3.74
Gujarat,2021,Energy,CO2,41.47
Gujarat,2021,Energy,CH4,3.8
Gujarat,2021,Industry,CO,1.21
Gujarat,2021,Industry,CO2,37.2
Gujarat,2021,Industry,CH4,1.38
Gujarat,2021,Transportation,CO,2.69
Gujarat,2021,Transportation,CO2,23.09
Gujarat,2021,Transportation,CH4,1.32
Gujarat,2021,Agriculture,CO,0.71
Gujarat,2021,Agriculture,CO2,7.45
Gujarat,2021,Agriculture,CH4,4.37
Gujarat,2021,Waste Management,CO,0.25
Gujarat,2021,Waste Management,CO2,4.16
Gujarat,2021,Waste Management,CH4,4.84
Gujarat,2022,Energy,CO,1.61
Gujarat,2022,Energy,CO2,72.84
Gujarat,2022,Energy,CH4,1.81
Gujarat,2022,Industry,CO,2.38
Gujarat,2022,Industry,CO2,59.7
Gujarat,2022,Industry,CH4,3.39
Gujarat,2022,Transportation,CO,3.2
Gujarat,2022,Transportation,CO2,20.49
Gujarat,2022,Transportation,CH4,1.27
Gujarat,2022,Agriculture,CO,0.7
Gujarat,2022,Agriculture,CO2,10.72
Gujarat,2022,Agriculture,CH4,5.04
Gujarat,2022,Waste Management,CO,0.23
Gujarat,2022,Waste Management,CO2,3.83
Gujarat,2022,Waste Management,CH4,7.38
Gujarat,2023,Energy,CO,1.53
Gujarat,2023,Energy,CO2,69.29
Gujarat,2023,Energy,CH4,3.3
Gujarat,2023,Industry,CO,2.32
Gujarat,2023,Industry,CO2,36.04
Gujarat,2023,Industry,CH4,3.71
Gujarat,2023,Transportation,CO,2.51
Gujarat,2023,Transportation,CO2,39.07
Gujarat,2023,Transportation,CH4,0.79
Gujarat,2023,Agriculture,CO,0.34
Gujarat,2023,Agriculture,CO2,5.14
Gujarat,2023,Agriculture,CH4,4.22
Gujarat,2023,Waste Management,CO,0.35
Gujarat,2023,Waste Management,CO2,6.14
Gujarat,2023,Waste Management,CH4,5.37
Gujarat,2024,Energy,CO,1.36
Gujarat,2024,Energy,CO2,67.81
Gujarat,2024,Energy,CH4,2.2
Gujarat,2024,Industry,CO,1.43
Gujarat,2024,Industry,CO2,40.07
Gujarat,2024,Industry,CH4,2.49
Gujarat,2024,Transportation,CO,4.36
Gujarat,2024,Transportation,CO2,43.01
Gujarat,2024,Transportation,CH4,1.37
Gujarat,2024,Agriculture,CO,0.7
Gujarat,2024,Agriculture,CO2,10.54
Gujarat,2024,Agriculture,CH4,11.2
Gujarat,2024,Waste Management,CO,0.45
Gujarat,2024,Waste Management,CO2,3.95
Gujarat,2024,Waste Management,CH4,8.16
Haryana,2010,Energy,CO,2.13
Haryana,2010,Energy,CO2,69.16
Haryana,2010,Energy,CH4,4.09
Haryana,2010,Industry,CO,2.23
Haryana,2010,Industry,CO2,44.76
Haryana,2010,Industry,CH4,1.6
Haryana,2010,Transportation,CO,1.59
Haryana,2010,Transportation,CO2,17.65
Haryana,2010,Transportation,CH4,0.9
Haryana,2010,Agriculture,CO,0.28
Haryana,2010,Agriculture,CO2,6.91
Haryana,2010,Agriculture,CH4,11.0
Haryana,2010,Waste Management,CO,0.33
Haryana,2010,Waste Management,CO2,3.05
Haryana,2010,Waste Management,CH4,9.73
Haryana,2011,Energy,CO,2.62
Haryana,2011,Energy,CO2,57.96
Haryana,2011,Energy,CH4,3.31
Haryana,2011,Industry,CO,2.61
Haryana,2011,Industry,CO2,48.43
Haryana,2011,Industry,CH4,2.64
Haryana,2011,Transportation,CO,1.76
Haryana,2011,Transportation,CO2,26.71
Haryana,2011,Transportation,CH4,1.14
Haryana,2011,Agriculture,CO,0.28
Haryana,2011,Agriculture,CO2,10.43
Haryana,2011,Agriculture,CH4,8.82
Haryana,2011,Waste Management,CO,0.23
Haryana,2011,Waste Management,CO2,6.95
Haryana,2011,Waste Management,CH4,6.75
Haryana,2012,Energy,CO,2.15
Haryana,2012,Energy,CO2,53.15
Haryana,2012,Energy,CH4,1.73
Haryana,2012,Industry,CO,2.63
Haryana,2012,Industry,CO2,55.35
Haryana,2012,Industry,CH4,2.82
Haryana,2012,Transportation,CO,3.86
Haryana,2012,Transportation,CO2,39.9
Haryana,2012,Transportation,CH4,1.33
Haryana,2012,Agriculture,CO,0.75
Haryana,2012,Agriculture,CO2,14.28
Haryana,2012,Agriculture,CH4,5.79
Haryana,2012,Waste Management,CO,0.43
Haryana,2012,Waste Management,CO2,5.52
Haryana,2012,Waste Management,CH4,4.14
Haryana,2013,Energy,CO,2.96
Haryana,2013,Energy,CO2,63.51
Haryana,2013,Energy,CH4,4.0
Haryana,2013,Industry,CO,1.69
Haryana,2013,Industry,CO2,53.01
Haryana,2013,Industry,CH4,3.54
Haryana,2013,Transportation,CO,1.77
Haryana,2013,Transportation,CO2,33.61
Haryana,2013,Transportation,CH4,1.38
Haryana,2013,Agriculture,CO,0.56
Haryana,2013,Agriculture,CO2,8.51
Haryana,2013,Agriculture,CH4,4.55
Haryana,2013,Waste Management,CO,0.24
Haryana,2013,Waste Management,CO2,6.22
Haryana,2013,Waste Management,CH4,5.96
Haryana,2014,Energy,CO,1.82
Haryana,2014,Energy,CO2,71.05
Haryana,2014,Energy,CH4,3.79
Haryana,2014,Industry,CO,1.36
Haryana,2014,Industry,CO2,54.29
Haryana,2014,Industry,CH4,3.27
Haryana,2014,Transportation,CO,2.79
Haryana,2014,Transportation,CO2,24.37
Haryana,2014,Transportation,CH4,0.85
Haryana,2014,Agriculture,CO,0.47
Haryana,2014,Agriculture,CO2,6.77
Haryana,2014,Agriculture,CH4,6.86
Haryana,2014,Waste Management,CO,0.26
Haryana,2014,Waste Management,CO2,5.29
Haryana,2014,Waste Management,CH4,4.45
Haryana,2015,Energy,CO,3.47
Haryana,2015,Energy,CO2,41.08
Haryana,2015,Energy,CH4,4.15
Haryana,2015,Industry,CO,1.82
Haryana,2015,Industry,CO2,20.3
Haryana,2015,Industry,CH4,3.05
Haryana,2015,Transportation,CO,3.08
Haryana,2015,Transportation,CO2,23.65
Haryana,2015,Transportation,CH4,1.17
Haryana,2015,Agriculture,CO,0.44
Haryana,2015,Agriculture,CO2,9.76
Haryana,2015,Agriculture,CH4,4.12
Haryana,2015,Waste Management,CO,0.33
Haryana,2015,Waste Management,CO2,4.83
Haryana,2015,Waste Management,CH4,4.24
Haryana,2016,Energy,CO,3.57
Haryana,2016,Energy,CO2,51.48
Haryana,2016,Energy,CH4,1.76
Haryana,2016,Industry,CO,1.52
Haryana,2016,Industry,CO2,30.78
Haryana,2016,Industry,CH4,3.14
Haryana,2016,Transportation,CO,3.29
Haryana,2016,Transportation,CO2,42.66
Haryana,2016,Transportation,CH4,1.13
Haryana,2016,Agriculture,CO,0.42
Haryana,2016,Agriculture,CO2,9.06
Haryana,2016,Agriculture,CH4,6.23
Haryana,2016,Waste Management,CO,0.31
Haryana,2016,Waste Management,CO2,6.39
Haryana,2016,Waste Management,CH4,9.56
Haryana,2017,Energy,CO,1.93
Haryana,2017,Energy,CO2,64.58
Haryana,2017,Energy,CH4,4.11
Haryana,2017,Industry,CO,2.58
Haryana,2017,Industry,CO2,26.29
Haryana,2017,Industry,CH4,2.11
Haryana,2017,Transportation,CO,2.43
Haryana,2017,Transportation,CO2,27.68
Haryana,2017,Transportation,CH4,1.47
Haryana,2017,Agriculture,CO,0.48
Haryana,2017,Agriculture,CO2,9.14
Haryana,2017,Agriculture,CH4,10.54
Haryana,2017,Waste Management,CO,0.44
Haryana,2017,Waste Management,CO2,6.65
Haryana,2017,Waste Management,CH4,5.45
Haryana,2018,Energy,CO,2.66
Haryana,2018,Energy,CO2,55.33
Haryana,2018,Energy,CH4,3.35
Haryana,2018,Industry,CO,2.23
Haryana,2018,Industry,CO2,40.33
Haryana,2018,Industry,CH4,3.32
Haryana,2018,Transportation,CO,3.47
Haryana,2018,Transportation,CO2,30.81
Haryana,2018,Transportation,CH4,1.33
Haryana,2018,Agriculture,CO,0.5
Haryana,2018,Agriculture,CO2,6.61
Haryana,2018,Agriculture,CH4,8.92
Haryana,2018,Waste Management,CO,0.41
Haryana,2018,Waste Management,CO2,5.47
Haryana,2018,Waste Management,CH4,4.7
Haryana,2019,Energy,CO,1.68
Haryana,2019,Energy,CO2,62.01
Haryana,2019,Energy,CH4,3.58
Haryana,2019,Industry,CO,2.3
Haryana,2019,Industry,CO2,34.56
Haryana,2019,Industry,CH4,1.92
Haryana,2019,Transportation,CO,3.76
Haryana,2019,Transportation,CO2,43.22
Haryana,2019,Transportation,CH4,1.4
Haryana,2019,Agriculture,CO,0.55
Haryana,2019,Agriculture,CO2,12.56
Haryana,2019,Agriculture,CH4,4.03
Haryana,2019,Waste Management,CO,0.32
Haryana,2019,Waste Management,CO2,3.65
Haryana,2019,Waste Management,CH4,4.87
Haryana,2020,Energy,CO,2.15
Haryana,2020,Energy,CO2,51.8
Haryana,2020,Energy,CH4,2.97
Haryana,2020,Industry,CO,1.71
Haryana,2020,Industry,CO2,23.55
Haryana,2020,Industry,CH4,2.96
Haryana,2020,Transportation,CO,3.43
Haryana,2020,Transportation,CO2,29.06
Haryana,2020,Transportation,CH4,1.11
Haryana,2020,Agriculture,CO,0.58
Haryana,2020,Agriculture,CO2,9.8
Haryana,2020,Agriculture,CH4,4.69
Haryana,2020,Waste Management,CO,0.29
Haryana,2020,Waste Management,CO2,3.01
Haryana,2020,Waste Management,CH4,7.09
Haryana,2021,Energy,CO,2.22
Haryana,2021,Energy,CO2,63.6
Haryana,2021,Energy,CH4,4.26
Haryana,2021,Industry,CO,2.07
Haryana,2021,Industry,CO2,52.59
Haryana,2021,Industry,CH4,1.95
Haryana,2021,Transportation,CO,2.74
Haryana,2021,Transportation,CO2,33.34
Haryana,2021,Transportation,CH4,0.73
Haryana,2021,Agriculture,CO,0.38
Haryana,2021,Agriculture,CO2,9.03
Haryana,2021,Agriculture,CH4,9.04
Haryana,2021,Waste Management,CO,0.17
Haryana,2021,Waste Management,CO2,3.82
Haryana,2021,Waste Management,CH4,9.34
Haryana,2022,Energy,CO,1.55
Haryana,2022,Energy,CO2,45.54
Haryana,2022,Energy,CH4,3.21
Haryana,2022,Industry,CO,1.44
Haryana,2022,Industry,CO2,30.76
Haryana,2022,Industry,CH4,2.21
Haryana,2022,Transportation,CO,4.49
Haryana,2022,Transportation,CO2,20.6
Haryana,2022,Transportation,CH4,0.9
Haryana,2022,Agriculture,CO,0.33
Haryana,2022,Agriculture,CO2,8.24
Haryana,2022,Agriculture,CH4,6.78
Haryana,2022,Waste Management,CO,0.3
Haryana,2022,Waste Management,CO2,7.26
Haryana,2022,Waste Management,CH4,5.03
Haryana,2023,Energy,CO,2.33
Haryana,2023,Energy,CO2,63.96
Haryana,2023,Energy,CH4,3.61
Haryana,2023,Industry,CO,2.13
Haryana,2023,Industry,CO2,34.03
Haryana,2023,Industry,CH4,3.04
Haryana,2023,Transportation,CO,3.39
Haryana,2023,Transportation,CO2,42.62
Haryana,2023,Transportation,CH4,0.73
Haryana,2023,Agriculture,CO,0.54
Haryana,2023,Agriculture,CO2,12.62
Haryana,2023,Agriculture,CH4,9.02
Haryana,2023,Waste Management,CO,0.34
Haryana,2023,Waste Management,CO2,2.67
Haryana,2023,Waste Management,CH4,4.48
Haryana,2024,Energy,CO,3.6
Haryana,2024,Energy,CO2,25.27
Haryana,2024,Energy,CH4,4.28
Haryana,2024,Industry,CO,2.26
Haryana,2024,Industry,CO2,41.92
Haryana,2024,Industry,CH4,3.21
Haryana,2024,Transportation,CO,3.64
Haryana,2024,Transportation,CO2,19.56
Haryana,2024,Transportation,CH4,1.25
Haryana,2024,Agriculture,CO,0.43
Haryana,2024,Agriculture,CO2,13.6
Haryana,2024,Agriculture,CH4,10.15
Haryana,2024,Waste Management,CO,0.28
Haryana,2024,Waste Management,CO2,6.21
Haryana,2024,Waste Management,CH4,9.72
Himachal Pradesh,2010,Energy,CO,2.34
Himachal Pradesh,2010,Energy,CO2,56.85
Himachal Pradesh,2010,Energy,CH4,3.73
Himachal Pradesh,2010,Industry,CO,1.02
Himachal Pradesh,2010,Industry,CO2,53.15
Himachal Pradesh,2010,Industry,CH4,2.71
Himachal Pradesh,2010,Transportation,CO,2.16
Himachal Pradesh,2010,Transportation,CO2,26.53
Himachal Pradesh,2010,Transportation,CH4,0.82
Himachal Pradesh,2010,Agriculture,CO,0.72
Himachal Pradesh,2010,Agriculture,CO2,6.63
Himachal Pradesh,2010,Agriculture,CH4,10.07
Himachal Pradesh,2010,Waste Management,CO,0.27
Himachal Pradesh,2010,Waste Management,CO2,7.37
Himachal Pradesh,2010,Waste Management,CH4,8.63
Himachal Pradesh,2011,Energy,CO,1.66
Himachal Pradesh,2011,Energy,CO2,61.36
Himachal Pradesh,2011,Energy,CH4,4.45
Himachal Pradesh,2011,Industry,CO,1.34
Himachal Pradesh,2011,Industry,CO2,31.73
Himachal Pradesh,2011,Industry,CH4,1.31
Himachal Pradesh,2011,Transportation,CO,2.38
Himachal Pradesh,2011,Transportation,CO2,24.92
Himachal Pradesh,2011,Transportation,CH4,1.09
Himachal Pradesh,2011,Agriculture,CO,0.53
Himachal Pradesh,2011,Agriculture,CO2,10.09
Himachal Pradesh,2011,Agriculture,CH4,4.5
Himachal Pradesh,2011,Waste Management,CO,0.29
Himachal Pradesh,2011,Waste Management,CO2,6.15
Himachal Pradesh,2011,Waste Management,CH4,3.76
Himachal Pradesh,2012,Energy,CO,1.31
Himachal Pradesh,2012,Energy,CO2,39.68
Himachal Pradesh,2012,Energy,CH4,3.31
Himachal Pradesh,2012,Industry,CO,1.86
Himachal Pradesh,2012,Industry,CO2,36.41
Himachal Pradesh,2012,Industry,CH4,2.38
Himachal Pradesh,2012,Transportation,CO,1.99
Himachal Pradesh,2012,Transportation,CO2,43.22
Himachal Pradesh,2012,Transportation,CH4,0.59
Himachal Pradesh,2012,Agriculture,CO,0.34
Himachal Pradesh,2012,Agriculture,CO2,12.81
Himachal Pradesh,2012,Agriculture,CH4,7.26
Himachal Pradesh,2012,Waste Management,CO,0.41
Himachal Pradesh,2012,Waste Management,CO2,2.61
Himachal Pradesh,2012,Waste Management,CH4,5.52
Himachal Pradesh,2013,Energy,CO,3.72
Himachal Pradesh,2013,Energy,CO2,74.55
Himachal Pradesh,2013,Energy,CH4,3.51
Himachal Pradesh,2013,Industry,CO,1.29
Himachal Pradesh,2013,Industry,CO2,49.58
Himachal Pradesh,2013,Industry,CH4,2.59
Himachal Pradesh,2013,Transportation,CO,4.47
Himachal Pradesh,2013,Transportation,CO2,38.03
Himachal Pradesh,2013,Transportation,CH4,0.52
Himachal Pradesh,2013,Agriculture,CO,0.36
Himachal Pradesh,2013,Agriculture,CO2,11.37
Himachal Pradesh,2013,Agriculture,CH4,4.92
Himachal Pradesh,2013,Waste Management,CO,0.29
Himachal Pradesh,2013,Waste Management,CO2,4.35
Himachal Pradesh,2013,Waste Management,CH4,9.07
Himachal Pradesh,2014,Energy,CO,2.2
Himachal Pradesh,2014,Energy,CO2,60.41
Himachal Pradesh,2014,Energy,CH4,2.74
Himachal Pradesh,2014,Industry,CO,2.47
Himachal Pradesh,2014,Industry,CO2,36.42
Himachal Pradesh,2014,Industry,CH4,2.63
Himachal Pradesh,2014,Transportation,CO,1.75
Himachal Pradesh,2014,Transportation,CO2,31.24
Himachal Pradesh,2014,Transportation,CH4,0.64
Himachal Pradesh,2014,Agriculture,CO,0.36
Himachal Pradesh,2014,Agriculture,CO2,5.84
Himachal Pradesh,2014,Agriculture,CH4,11.46
Himachal Pradesh,2014,Waste Management,CO,0.27
Himachal Pradesh,2014,Waste Management,CO2,5.81
Himachal Pradesh,2014,Waste Management,CH4,4.16
Himachal Pradesh,2015,Energy,CO,3.07
Himachal Pradesh,2015,Energy,CO2,59.11
Himachal Pradesh,2015,Energy,CH4,3.37
Himachal Pradesh,2015,Industry,CO,2.02
Himachal Pradesh,2015,Industry,CO2,33.21
Himachal Pradesh,2015,Industry,CH4,1.6
Himachal Pradesh,2015,Transportation,CO,3.69
Himachal Pradesh,2015,Transportation,CO2,43.18
Himachal Pradesh,2015,Transportation,CH4,1.05
Himachal Pradesh,2015,Agriculture,CO,0.6
Himachal Pradesh,2015,Agriculture,CO2,6.85
Himachal Pradesh,2015,Agriculture,CH4,5.82
Himachal Pradesh,2015,Waste Management,CO,0.28
Himachal Pradesh,2015,Waste Management,CO2,7.09
Himachal Pradesh,2015,Waste Management,CH4,4.87
Himachal Pradesh,2016,Energy,CO,1.59
Himachal Pradesh,2016,Energy,CO2,61.39
Himachal Pradesh,2016,Energy,CH4,2.3
Himachal Pradesh,2016,Industry,CO,1.2
Himachal Pradesh,2016,Industry,CO2,40.61
Himachal Pradesh,2016,Industry,CH4,2.47
Himachal Pradesh,2016,Transportation,CO,4.4
Himachal Pradesh,2016,Transportation,CO2,16.36
Himachal Pradesh,2016,Transportation,CH4,1.22
Himachal Pradesh,2016,Agriculture,CO,0.62
Himachal Pradesh,2016,Agriculture,CO2,11.55
Himachal Pradesh,2016,Agriculture,CH4,11.37
Himachal Pradesh,2016,Waste Management,CO,0.44
Himachal Pradesh,2016,Waste Management,CO2,6.15
Himachal Pradesh,2016,Waste Management,CH4,9.44
Himachal Pradesh,2017,Energy,CO,2.28
Himachal Pradesh,2017,Energy,CO2,42.94
Himachal Pradesh,2017,Energy,CH4,3.04
Himachal Pradesh,2017,Industry,CO,1.62
Himachal Pradesh,2017,Industry,CO2,20.44
Himachal Pradesh,2017,Industry,CH4,1.79
Himachal Pradesh,2017,Transportation,CO,2.52
Himachal Pradesh,2017,Transportation,CO2,35.49
Himachal Pradesh,2017,Transportation,CH4,1.12
Himachal Pradesh,2017,Agriculture,CO,0.4
Himachal Pradesh,2017,Agriculture,CO2,14.47
Himachal Pradesh,2017,Agriculture,CH4,4.43
Himachal Pradesh,2017,Waste Management,CO,0.19
Himachal Pradesh,2017,Waste Management,CO2,2.52
Himachal Pradesh,2017,Waste Management,CH4,7.31
Himachal Pradesh,2018,Energy,CO,2.55
Himachal Pradesh,2018,Energy,CO2,58.95
Himachal Pradesh,2018,Energy,CH4,3.07
Himachal Pradesh,2018,Industry,CO,1.22
Himachal Pradesh,2018,Industry,CO2,51.0
Himachal Pradesh,2018,Industry,CH4,2.95
Himachal Pradesh,2018,Transportation,CO,3.85
Himachal Pradesh,2018,Transportation,CO2,35.64
Himachal Pradesh,2018,Transportation,CH4,1.12
Himachal Pradesh,2018,Agriculture,CO,0.4
Himachal Pradesh,2018,Agriculture,CO2,14.06
Himachal Pradesh,2018,Agriculture,CH4,9.79
Himachal Pradesh,2018,Waste Management,CO,0.17
Himachal Pradesh,2018,Waste Management,CO2,6.86
Himachal Pradesh,2018,Waste Management,CH4,4.66
Himachal Pradesh,2019,Energy,CO,3.22
Himachal Pradesh,2019,Energy,CO2,49.95
Himachal Pradesh,2019,Energy,CH4,2.26
Himachal Pradesh,2019,Industry,CO,2.27
Himachal Pradesh,2019,Industry,CO2,57.8
Himachal Pradesh,2019,Industry,CH4,2.12
Himachal Pradesh,2019,Transportation,CO,1.7
Himachal Pradesh,2019,Transportation,CO2,28.81
Himachal Pradesh,2019,Transportation,CH4,0.88
Himachal Pradesh,2019,Agriculture,CO,0.35
Himachal Pradesh,2019,Agriculture,CO2,14.94
Himachal Pradesh,2019,Agriculture,CH4,11.42
Himachal Pradesh,2019,Waste Management,CO,0.34
Himachal Pradesh,2019,Waste Management,CO2,6.59
Himachal Pradesh,2019,Waste Management,CH4,4.28
Himachal Pradesh,2020,Energy,CO,2.8
Himachal Pradesh,2020,Energy,CO2,41.17
Himachal Pradesh,2020,Energy,CH4,2.41
Himachal Pradesh,2020,Industry,CO,2.4
Himachal Pradesh,2020,Industry,CO2,37.24
Himachal Pradesh,2020,Industry,CH4,2.52
Himachal Pradesh,2020,Transportation,CO,2.26
Himachal Pradesh,2020,Transportation,CO2,38.43
Himachal Pradesh,2020,Transportation,CH4,0.6
Himachal Pradesh,2020,Agriculture,CO,0.41
Himachal Pradesh,2020,Agriculture,CO2,8.31
Himachal Pradesh,2020,Agriculture,CH4,4.31
Himachal Pradesh,2020,Waste Management,CO,0.23
Himachal Pradesh,2020,Waste Management,CO2,7.29
Himachal Pradesh,2020,Waste Management,CH4,3.48
Himachal Pradesh,2021,Energy,CO,1.46
Himachal Pradesh,2021,Energy,CO2,69.44
Himachal Pradesh,2021,Energy,CH4,3.85
Himachal Pradesh,2021,Industry,CO,2.57
Himachal Pradesh,2021,Industry,CO2,51.26
Himachal Pradesh,2021,Industry,CH4,3.16
Himachal Pradesh,2021,Transportation,CO,2.84
Himachal Pradesh,2021,Transportation,CO2,18.17
Himachal Pradesh,2021,Transportation,CH4,0.82
Himachal Pradesh,2021,Agriculture,CO,0.46
Himachal Pradesh,2021,Agriculture,CO2,12.49
Himachal Pradesh,2021,Agriculture,CH4,6.9
Himachal Pradesh,2021,Waste Management,CO,0.3
Himachal Pradesh,2021,Waste Management,CO2,7.36
Himachal Pradesh,2021,Waste Management,CH4,8.42
Himachal Pradesh,2022,Energy,CO,1.67
Himachal Pradesh,2022,Energy,CO2,26.9
Himachal Pradesh,2022,Energy,CH4,4.18
Himachal Pradesh,2022,Industry,CO,1.95
Himachal Pradesh,2022,Industry,CO2,51.02
Himachal Pradesh,2022,Industry,CH4,2.66
Himachal Pradesh,2022,Transportation,CO,4.01
Himachal Pradesh,2022,Transportation,CO2,22.82
Himachal Pradesh,2022,Transportation,CH4,0.56
Himachal Pradesh,2022,Agriculture,CO,0.58
Himachal Pradesh,2022,Agriculture,CO2,8.15
Himachal Pradesh,2022,Agriculture,CH4,6.09
Himachal Pradesh,2022,Waste Management,CO,0.3
Himachal Pradesh,2022,Waste Management,CO2,3.43
Himachal Pradesh,2022,Waste Management,CH4,5.66
Himachal Pradesh,2023,Energy,CO,1.85
Himachal Pradesh,2023,Energy,CO2,68.37
Himachal Pradesh,2023,Energy,CH4,2.48
Himachal Pradesh,2023,Industry,CO,1.45
Himachal Pradesh,2023,Industry,CO2,49.46
Himachal Pradesh,2023,Industry,CH4,2.97
Himachal Pradesh,2023,Transportation,CO,2.75
Himachal Pradesh,2023,Transportation,CO2,34.22
Himachal Pradesh,2023,Transportation,CH4,1.29
Himachal Pradesh,2023,Agriculture,CO,0.58
Himachal Pradesh,2023,Agriculture,CO2,10.1
Himachal Pradesh,2023,Agriculture,CH4,9.57
Himachal Pradesh,2023,Waste Management,CO,0.26
Himachal Pradesh,2023,Waste Management,CO2,7.38
Himachal Pradesh,2023,Waste Management,CH4,6.52
Himachal Pradesh,2024,Energy,CO,3.32
Himachal Pradesh,2024,Energy,CO2,35.94
Himachal Pradesh,2024,Energy,CH4,4.07
Himachal Pradesh,2024,Industry,CO,1.16
Himachal Pradesh,2024,Industry,CO2,46.43
Himachal Pradesh,2024,Industry,CH4,1.8
Himachal Pradesh,2024,Transportation,CO,3.5
Himachal Pradesh,2024,Transportation,CO2,39.93
Himachal Pradesh,2024,Transportation,CH4,0.99
Himachal Pradesh,2024,Agriculture,CO,0.62
Himachal Pradesh,2024,Agriculture,CO2,10.3
Himachal Pradesh,2024,Agriculture,CH4,4.83
Himachal Pradesh,2024,Waste Management,CO,0.19
Himachal Pradesh,2024,Waste Management,CO2,5.36
Himachal Pradesh,2024,Waste Management,CH4,3.37
Jharkhand,2010,Energy,CO,2.96
Jharkhand,2010,Energy,CO2,51.89
Jharkhand,2010,Energy,CH4,3.06
Jharkhand,2010,Industry,CO,1.21
Jharkhand,2010,Industry,CO2,21.54
Jharkhand,2010,Industry,CH4,1.84
Jharkhand,2010,Transportation,CO,3.94
Jharkhand,2010,Transportation,CO2,25.6
Jharkhand,2010,Transportation,CH4,1.32
Jharkhand,2010,Agriculture,CO,0.73
Jharkhand,2010,Agriculture,CO2,9.92
Jharkhand,2010,Agriculture,CH4,5.67
Jharkhand,2010,Waste Management,CO,0.4
Jharkhand,2010,Waste Management,CO2,2.63
Jharkhand,2010,Waste Management,CH4,7.41
Jharkhand,2011,Energy,CO,2.59
Jharkhand,2011,Energy,CO2,68.86
Jharkhand,2011,Energy,CH4,2.04
Jharkhand,2011,Industry,CO,2.4
Jharkhand,2011,Industry,CO2,41.79
Jharkhand,2011,Industry,CH4,1.76
Jharkhand,2011,Transportation,CO,3.69
Jharkhand,2011,Transportation,CO2,30.18
Jharkhand,2011,Transportation,CH4,0.71
Jharkhand,2011,Agriculture,CO,0.3
Jharkhand,2011,Agriculture,CO2,9.81
