state,year,sector,emission_(metric_tons)
Jharkhand,2012,Waste Management,15.79
Jharkhand,2013,Agriculture,18.24
Jharkhand,2013,Energy,56.35
Jharkhand,2013,Industry,65.76
Jharkhand,2013,Transportation,26.12
Jharkhand,2013,Waste Management,12.91
Jharkhand,2014,Agriculture,18.54
Jharkhand,2014,Energy,61.68
Jharkhand,2014,Industry,46.79
Jharkhand,2014,Transportation,42.58
Jharkhand,2014,Waste Management,10.84
Jharkhand,2015,Agriculture,16.89
Jharkhand,2015,Energy,35.68
Jharkhand,2015,Industry,44.05
Jharkhand,2015,Transportation,25.64
Jharkhand,2015,Waste Management,11.239999999999998
Jharkhand,2016,Agriculture,15.84
Jharkhand,2016,Energy,70.92
Jharkhand,2016,Industry,61.129999999999995
Jharkhand,2016,Transportation,34.91
Jharkhand,2016,Waste Management,12.14
Jharkhand,2017,Agriculture,21.54
Jharkhand,2017,Energy,60.73
Jharkhand,2017,Industry,59.74999999999999
Jharkhand,2017,Transportation,21.44
Jharkhand,2017,Waste Management,10.49
Jharkhand,2018,Agriculture,22.630000000000003
Jharkhand,2018,Energy,74.53
Jharkhand,2018,Industry,56.95
Jharkhand,2018,Transportation,34.56
Jharkhand,2018,Waste Management,14.79
Jharkhand,2019,Agriculture,19.64
Jharkhand,2019,Energy,62.419999999999995
Jharkhand,2019,Industry,44.4
Jharkhand,2019,Transportation,46.309999999999995
Jharkhand,2019,Waste Management,13.870000000000001
Jharkhand,2020,Agriculture,19.93
Jharkhand,2020,Energy,47.07
Jharkhand,2020,Industry,59.88
Jharkhand,2020,Transportation,42.03
Jharkhand,2020,Waste Management,7.68
Jharkhand,2021,Agriculture,13.3
Jharkhand,2021,Energy,32.0
Jharkhand,2021,Industry,41.230000000000004
Jharkhand,2021,Transportation,40.99
Jharkhand,2021,Waste Management,13.83
Jharkhand,2022,Agriculture,17.02
Jharkhand,2022,Energy,49.400000000000006
Jharkhand,2022,Industry,64.01
Jharkhand,2022,Transportation,29.9
Jharkhand,2022,Waste Management,10.52
Jharkhand,2023,Agriculture,18.96
Jharkhand,2023,Energy,50.779999999999994
Jharkhand,2023,Industry,34.2
Jharkhand,2023,Transportation,41.48
Jharkhand,2023,Waste Management,7.68
Jharkhand,2024,Agriculture,23.59
Jharkhand,2024,Energy,64.72
Jharkhand,2024,Industry,45.97
Jharkhand,2024,Transportation,20.34
Jharkhand,2024,Waste Management,11.05
Karnataka,2010,Agriculture,12.65
Karnataka,2010,Energy,69.74
Karnataka,2010,Industry,56.85
Karnataka,2010,Transportation,30.85
Karnataka,2010,Waste Management,10.85
Karnataka,2011,Agriculture,19.36
Karnataka,2011,Energy,71.99
Karnataka,2011,Industry,50.2
Karnataka,2011,Transportation,45.169999999999995
Karnataka,2011,Waste Management,15.440000000000001
Karnataka,2012,Agriculture,22.009999999999998
Karnataka,2012,Energy,65.41
Karnataka,2012,Industry,38.52
Karnataka,2012,Transportation,29.860000000000003
Karnataka,2012,Waste Management,14.07
Karnataka,2013,Agriculture,17.31
Karnataka,2013,Energy,71.02
Karnataka,2013,Industry,54.85
Karnataka,2013,Transportation,26.47
Karnataka,2013,Waste Management,13.27
Karnataka,2014,Agriculture,11.719999999999999
Karnataka,2014,Energy,78.47999999999999
Karnataka,2014,Industry,61.32
Karnataka,2014,Transportation,23.28
Karnataka,2014,Waste Management,13.6
Karnataka,2015,Agriculture,17.14
Karnataka,2015,Energy,32.13
Karnataka,2015,Industry,52.849999999999994
Karnataka,2015,Transportation,44.44
Karnataka,2015,Waste Management,10.32
Karnataka,2016,Agriculture,16.33
Karnataka,2016,Energy,52.78
Karnataka,2016,Industry,59.82
Karnataka,2016,Transportation,25.15
Karnataka,2016,Waste Management,8.969999999999999
Karnataka,2017,Agriculture,14.05
Karnataka,2017,Energy,60.43
Karnataka,2017,Industry,39.09
Karnataka,2017,Transportation,31.139999999999997
Karnataka,2017,Waste Management,13.27
Karnataka,2018,Agriculture,10.969999999999999
Karnataka,2018,Energy,48.730000000000004
Karnataka,2018,Industry,48.79
Karnataka,2018,Transportation,42.52
Karnataka,2018,Waste Management,8.79
Karnataka,2019,Agriculture,13.06
Karnataka,2019,Energy,41.089999999999996
Karnataka,2019,Industry,62.03999999999999
Karnataka,2019,Transportation,41.48
Karnataka,2019,Waste Management,12.16
Karnataka,2020,Agriculture,24.950000000000003
Karnataka,2020,Energy,36.8
Karnataka,2020,Industry,24.59
Karnataka,2020,Transportation,41.349999999999994
Karnataka,2020,Waste Management,15.55
Karnataka,2021,Agriculture,18.65
Karnataka,2021,Energy,41.0
Karnataka,2021,Industry,62.83
Karnataka,2021,Transportation,41.12
Karnataka,2021,Waste Management,10.370000000000001
Karnataka,2022,Agriculture,22.71
Karnataka,2022,Energy,64.42
Karnataka,2022,Industry,45.370000000000005
Karnataka,2022,Transportation,20.96
Karnataka,2022,Waste Management,13.55
Karnataka,2023,Agriculture,19.69
Karnataka,2023,Energy,50.79
Karnataka,2023,Industry,26.540000000000003
Karnataka,2023,Transportation,28.310000000000002
Karnataka,2023,Waste Management,11.530000000000001
Karnataka,2024,Agriculture,17.95
Karnataka,2024,Energy,49.22
Karnataka,2024,Industry,39.989999999999995
Karnataka,2024,Transportation,43.22
Karnataka,2024,Waste Management,8.53
Kerala,2010,Agriculture,16.59
Kerala,2010,Energy,44.07
Kerala,2010,Industry,54.040000000000006
Kerala,2010,Transportation,30.13
Kerala,2010,Waste Management,10.5
Kerala,2011,Agriculture,23.369999999999997
Kerala,2011,Energy,36.64
Kerala,2011,Industry,42.53
Kerala,2011,Transportation,35.5
Kerala,2011,Waste Management,11.32
Kerala,2012,Agriculture,17.96
Kerala,2012,Energy,74.77
Kerala,2012,Industry,31.04
Kerala,2012,Transportation,28.57
Kerala,2012,Waste Management,11.29
Kerala,2013,Agriculture,17.8
Kerala,2013,Energy,50.06
Kerala,2013,Industry,50.68
Kerala,2013,Transportation,18.729999999999997
Kerala,2013,Waste Management,9.26
Kerala,2014,Agriculture,14.14
Kerala,2014,Energy,32.46
Kerala,2014,Industry,38.25
Kerala,2014,Transportation,43.06999999999999
Kerala,2014,Waste Management,11.86
Kerala,2015,Agriculture,19.29
Kerala,2015,Energy,73.95
Kerala,2015,Industry,39.24
Kerala,2015,Transportation,35.06
Kerala,2015,Waste Management,7.27
Kerala,2016,Agriculture,20.450000000000003
Kerala,2016,Energy,79.61999999999999
Kerala,2016,Industry,57.660000000000004
Kerala,2016,Transportation,41.830000000000005
Kerala,2016,Waste Management,11.98
Kerala,2017,Agriculture,24.42
Kerala,2017,Energy,71.69
Kerala,2017,Industry,31.110000000000003
Kerala,2017,Transportation,46.21
Kerala,2017,Waste Management,13.0
Kerala,2018,Agriculture,24.3
Kerala,2018,Energy,75.61
Kerala,2018,Industry,45.84
Kerala,2018,Transportation,48.83
Kerala,2018,Waste Management,11.3
Kerala,2019,Agriculture,17.01
Kerala,2019,Energy,46.410000000000004
Kerala,2019,Industry,56.37
Kerala,2019,Transportation,21.8
Kerala,2019,Waste Management,12.33
Kerala,2020,Agriculture,20.490000000000002
Kerala,2020,Energy,64.39
Kerala,2020,Industry,34.0
Kerala,2020,Transportation,18.97
Kerala,2020,Waste Management,9.9
Kerala,2021,Agriculture,22.64
Kerala,2021,Energy,58.4
Kerala,2021,Industry,55.37
Kerala,2021,Transportation,44.76
Kerala,2021,Waste Management,12.68
Kerala,2022,Agriculture,14.89
Kerala,2022,Energy,40.55
Kerala,2022,Industry,34.87
Kerala,2022,Transportation,34.14
Kerala,2022,Waste Management,10.64
Kerala,2023,Agriculture,19.22
Kerala,2023,Energy,31.020000000000003
Kerala,2023,Industry,56.81
Kerala,2023,Transportation,20.8
Kerala,2023,Waste Management,8.2
Kerala,2024,Agriculture,23.85
Kerala,2024,Energy,60.78
Kerala,2024,Industry,41.83
Kerala,2024,Transportation,29.22
Kerala,2024,Waste Management,10.55
Madhya Pradesh,2010,Agriculture,19.990000000000002
Madhya Pradesh,2010,Energy,79.71
Madhya Pradesh,2010,Industry,49.39
Madhya Pradesh,2010,Transportation,22.700000000000003
Madhya Pradesh,2010,Waste Management,12.58
Madhya Pradesh,2011,Agriculture,23.29
Madhya Pradesh,2011,Energy,49.86
Madhya Pradesh,2011,Industry,27.060000000000002
Madhya Pradesh,2011,Transportation,23.450000000000003
Madhya Pradesh,2011,Waste Management,10.96
Madhya Pradesh,2012,Agriculture,24.259999999999998
Madhya Pradesh,2012,Energy,40.24
Madhya Pradesh,2012,Industry,59.56
Madhya Pradesh,2012,Transportation,29.669999999999998
Madhya Pradesh,2012,Waste Management,17.15
Madhya Pradesh,2013,Agriculture,15.629999999999999
Madhya Pradesh,2013,Energy,41.31999999999999
Madhya Pradesh,2013,Industry,60.89
Madhya Pradesh,2013,Transportation,27.43
Madhya Pradesh,2013,Waste Management,15.54
Madhya Pradesh,2014,Agriculture,21.089999999999996
Madhya Pradesh,2014,Energy,55.11
Madhya Pradesh,2014,Industry,41.68
Madhya Pradesh,2014,Transportation,23.6
Madhya Pradesh,2014,Waste Management,7.05
Madhya Pradesh,2015,Agriculture,13.120000000000001
Madhya Pradesh,2015,Energy,35.98
Madhya Pradesh,2015,Industry,41.32
Madhya Pradesh,2015,Transportation,45.169999999999995
Madhya Pradesh,2015,Waste Management,8.76
Madhya Pradesh,2016,Agriculture,13.04
Madhya Pradesh,2016,Energy,34.94
Madhya Pradesh,2016,Industry,54.480000000000004
Madhya Pradesh,2016,Transportation,27.349999999999998
Madhya Pradesh,2016,Waste Management,12.57
Madhya Pradesh,2017,Agriculture,14.529999999999998
Madhya Pradesh,2017,Energy,33.32
Madhya Pradesh,2017,Industry,51.95
Madhya Pradesh,2017,Transportation,20.75
Madhya Pradesh,2017,Waste Management,13.52
Madhya Pradesh,2018,Agriculture,13.22
Madhya Pradesh,2018,Energy,55.32
Madhya Pradesh,2018,Industry,39.79
Madhya Pradesh,2018,Transportation,41.269999999999996
Madhya Pradesh,2018,Waste Management,8.42
Madhya Pradesh,2019,Agriculture,14.12
Madhya Pradesh,2019,Energy,37.43
Madhya Pradesh,2019,Industry,64.50999999999999
Madhya Pradesh,2019,Transportation,34.01
Madhya Pradesh,2019,Waste Management,11.55
Madhya Pradesh,2020,Agriculture,18.28
Madhya Pradesh,2020,Energy,79.97999999999999
Madhya Pradesh,2020,Industry,60.21
Madhya Pradesh,2020,Transportation,43.88999999999999
Madhya Pradesh,2020,Waste Management,12.51
Madhya Pradesh,2021,Agriculture,14.33
Madhya Pradesh,2021,Energy,40.57
Madhya Pradesh,2021,Industry,42.36
Madhya Pradesh,2021,Transportation,42.02
Madhya Pradesh,2021,Waste Management,11.469999999999999
Madhya Pradesh,2022,Agriculture,17.16
Madhya Pradesh,2022,Energy,45.480000000000004
Madhya Pradesh,2022,Industry,60.96
Madhya Pradesh,2022,Transportation,33.31
Madhya Pradesh,2022,Waste Management,12.21
Madhya Pradesh,2023,Agriculture,12.67
Madhya Pradesh,2023,Energy,75.22
Madhya Pradesh,2023,Industry,32.22
Madhya Pradesh,2023,Transportation,45.94
Madhya Pradesh,2023,Waste Management,13.350000000000001
Madhya Pradesh,2024,Agriculture,23.310000000000002
Madhya Pradesh,2024,Energy,50.93000000000001
Madhya Pradesh,2024,Industry,25.430000000000003
Madhya Pradesh,2024,Transportation,42.589999999999996
Madhya Pradesh,2024,Waste Management,11.79
Maharashtra,2010,Agriculture,16.92
Maharashtra,2010,Energy,59.04
Maharashtra,2010,Industry,52.54
Maharashtra,2010,Transportation,20.509999999999998
Maharashtra,2010,Waste Management,8.96
Maharashtra,2011,Agriculture,17.65
Maharashtra,2011,Energy,75.86
Maharashtra,2011,Industry,58.89
Maharashtra,2011,Transportation,22.450000000000003
Maharashtra,2011,Waste Management,13.419999999999998
Maharashtra,2012,Agriculture,21.42
Maharashtra,2012,Energy,79.21
Maharashtra,2012,Industry,44.21
Maharashtra,2012,Transportation,20.89
Maharashtra,2012,Waste Management,8.44
Maharashtra,2013,Agriculture,15.73
Maharashtra,2013,Energy,36.48
Maharashtra,2013,Industry,53.29
Maharashtra,2013,Transportation,37.77
Maharashtra,2013,Waste Management,12.55
Maharashtra,2014,Agriculture,21.18
Maharashtra,2014,Energy,78.21
Maharashtra,2014,Industry,44.87
Maharashtra,2014,Transportation,35.36
Maharashtra,2014,Waste Management,10.57
Maharashtra,2015,Agriculture,21.810000000000002
Maharashtra,2015,Energy,58.56999999999999
Maharashtra,2015,Industry,24.61
Maharashtra,2015,Transportation,47.48
Maharashtra,2015,Waste Management,12.68
Maharashtra,2016,Agriculture,15.75
Maharashtra,2016,Energy,59.31
Maharashtra,2016,Industry,53.370000000000005
Maharashtra,2016,Transportation,32.96
Maharashtra,2016,Waste Management,10.38
Maharashtra,2017,Agriculture,18.57
Maharashtra,2017,Energy,71.34
Maharashtra,2017,Industry,47.6
Maharashtra,2017,Transportation,42.21
Maharashtra,2017,Waste Management,13.5
Maharashtra,2018,Agriculture,16.32
Maharashtra,2018,Energy,78.10000000000001
Maharashtra,2018,Industry,47.19
Maharashtra,2018,Transportation,43.779999999999994
Maharashtra,2018,Waste Management,10.99
Maharashtra,2019,Agriculture,20.86
Maharashtra,2019,Energy,67.39999999999999
Maharashtra,2019,Industry,41.330000000000005
Maharashtra,2019,Transportation,36.15
Maharashtra,2019,Waste Management,10.93
Maharashtra,2020,Agriculture,17.35
Maharashtra,2020,Energy,59.8
Maharashtra,2020,Industry,55.550000000000004
Maharashtra,2020,Transportation,44.5
Maharashtra,2020,Waste Management,13.940000000000001
Maharashtra,2021,Agriculture,22.880000000000003
Maharashtra,2021,Energy,39.67
Maharashtra,2021,Industry,35.96
Maharashtra,2021,Transportation,30.37
Maharashtra,2021,Waste Management,12.2
Maharashtra,2022,Agriculture,18.36
Maharashtra,2022,Energy,67.23
Maharashtra,2022,Industry,51.03000000000001
Maharashtra,2022,Transportation,24.16
Maharashtra,2022,Waste Management,9.77
Maharashtra,2023,Agriculture,25.95
Maharashtra,2023,Energy,33.8
Maharashtra,2023,Industry,53.68
Maharashtra,2023,Transportation,27.180000000000003
Maharashtra,2023,Waste Management,10.34
Maharashtra,2024,Agriculture,17.740000000000002
Maharashtra,2024,Energy,77.83
Maharashtra,2024,Industry,64.97
Maharashtra,2024,Transportation,21.56
Maharashtra,2024,Waste Management,12.600000000000001
Manipur,2010,Agriculture,20.91
Manipur,2010,Energy,39.18
Manipur,2010,Industry,27.990000000000002
Manipur,2010,Transportation,24.470000000000002
Manipur,2010,Waste Management,10.07
Manipur,2011,Agriculture,18.89
Manipur,2011,Energy,61.53
Manipur,2011,Industry,31.679999999999996
Manipur,2011,Transportation,46.38
Manipur,2011,Waste Management,6.279999999999999
Manipur,2012,Agriculture,20.6
Manipur,2012,Energy,45.67
Manipur,2012,Industry,38.34
Manipur,2012,Transportation,21.040000000000003
Manipur,2012,Waste Management,14.44
Manipur,2013,Agriculture,20.04
Manipur,2013,Energy,73.32
Manipur,2013,Industry,45.13
Manipur,2013,Transportation,36.67
Manipur,2013,Waste Management,10.4
Manipur,2014,Agriculture,12.34
Manipur,2014,Energy,39.86
Manipur,2014,Industry,52.57
Manipur,2014,Transportation,48.02
Manipur,2014,Waste Management,10.61
Manipur,2015,Agriculture,17.0
Manipur,2015,Energy,38.68
Manipur,2015,Industry,41.71
Manipur,2015,Transportation,28.37
Manipur,2015,Waste Management,7.45
Manipur,2016,Agriculture,19.07
Manipur,2016,Energy,62.870000000000005
Manipur,2016,Industry,40.099999999999994
Manipur,2016,Transportation,27.65
Manipur,2016,Waste Management,10.28
Manipur,2017,Agriculture,22.33
Manipur,2017,Energy,66.94
Manipur,2017,Industry,45.99
Manipur,2017,Transportation,23.0
Manipur,2017,Waste Management,13.64
Manipur,2018,Agriculture,15.84
Manipur,2018,Energy,75.46999999999998
Manipur,2018,Industry,27.349999999999998
Manipur,2018,Transportation,33.49
Manipur,2018,Waste Management,10.120000000000001
Manipur,2019,Agriculture,16.43
Manipur,2019,Energy,76.71000000000001
Manipur,2019,Industry,49.36
Manipur,2019,Transportation,43.980000000000004
Manipur,2019,Waste Management,15.979999999999999
Manipur,2020,Agriculture,15.3
Manipur,2020,Energy,44.96999999999999
Manipur,2020,Industry,53.870000000000005
Manipur,2020,Transportation,39.39
Manipur,2020,Waste Management,16.41
Manipur,2021,Agriculture,12.34
Manipur,2021,Energy,52.870000000000005
Manipur,2021,Industry,28.46
Manipur,2021,Transportation,45.730000000000004
Manipur,2021,Waste Management,7.970000000000001
Manipur,2022,Agriculture,18.560000000000002
Manipur,2022,Energy,79.45
Manipur,2022,Industry,27.37
Manipur,2022,Transportation,43.95
Manipur,2022,Waste Management,9.540000000000001
Manipur,2023,Agriculture,21.740000000000002
Manipur,2023,Energy,43.74
Manipur,2023,Industry,63.49
Manipur,2023,Transportation,26.419999999999998
Manipur,2023,Waste Management,8.370000000000001
Manipur,2024,Agriculture,16.330000000000002
Manipur,2024,Energy,34.67
Manipur,2024,Industry,42.36
Manipur,2024,Transportation,37.76
Manipur,2024,Waste Management,12.639999999999999
Meghalaya,2010,Agriculture,14.77
Meghalaya,2010,Energy,52.059999999999995
Meghalaya,2010,Industry,52.09
Meghalaya,2010,Transportation,19.33
Meghalaya,2010,Waste Management,11.73
Meghalaya,2011,Agriculture,13.959999999999999
Meghalaya,2011,Energy,39.96
Meghalaya,2011,Industry,40.0
Meghalaya,2011,Transportation,24.919999999999998
Meghalaya,2011,Waste Management,11.329999999999998
Meghalaya,2012,Agriculture,21.259999999999998
Meghalaya,2012,Energy,36.760000000000005
Meghalaya,2012,Industry,47.260000000000005
Meghalaya,2012,Transportation,34.26
Meghalaya,2012,Waste Management,10.81
Meghalaya,2013,Agriculture,12.25
Meghalaya,2013,Energy,64.97999999999999
Meghalaya,2013,Industry,28.53
Meghalaya,2013,Transportation,28.650000000000002
Meghalaya,2013,Waste Management,9.52
Meghalaya,2014,Agriculture,18.910000000000004
Meghalaya,2014,Energy,50.74
Meghalaya,2014,Industry,31.18
Meghalaya,2014,Transportation,38.870000000000005
Meghalaya,2014,Waste Management,10.93
Meghalaya,2015,Agriculture,19.48
Meghalaya,2015,Energy,38.620000000000005
Meghalaya,2015,Industry,44.83
Meghalaya,2015,Transportation,32.24
Meghalaya,2015,Waste Management,7.62
Meghalaya,2016,Agriculture,12.379999999999999
Meghalaya,2016,Energy,73.61
Meghalaya,2016,Industry,32.07
Meghalaya,2016,Transportation,42.28
Meghalaya,2016,Waste Management,11.84
Meghalaya,2017,Agriculture,20.409999999999997
Meghalaya,2017,Energy,39.199999999999996
Meghalaya,2017,Industry,55.260000000000005
Meghalaya,2017,Transportation,30.709999999999997
Meghalaya,2017,Waste Management,11.7
Meghalaya,2018,Agriculture,21.21
Meghalaya,2018,Energy,69.44
Meghalaya,2018,Industry,61.84
Meghalaya,2018,Transportation,35.22
Meghalaya,2018,Waste Management,15.079999999999998
Meghalaya,2019,Agriculture,16.89
Meghalaya,2019,Energy,44.81
Meghalaya,2019,Industry,49.959999999999994
Meghalaya,2019,Transportation,20.47
Meghalaya,2019,Waste Management,15.13
Meghalaya,2020,Agriculture,16.85
Meghalaya,2020,Energy,46.3
Meghalaya,2020,Industry,31.540000000000003
Meghalaya,2020,Transportation,35.519999999999996
Meghalaya,2020,Waste Management,15.95
Meghalaya,2021,Agriculture,21.15
Meghalaya,2021,Energy,50.46000000000001
Meghalaya,2021,Industry,61.629999999999995
Meghalaya,2021,Transportation,35.04
Meghalaya,2021,Waste Management,15.21
Meghalaya,2022,Agriculture,17.939999999999998
Meghalaya,2022,Energy,56.24
Meghalaya,2022,Industry,27.86
Meghalaya,2022,Transportation,19.29
Meghalaya,2022,Waste Management,6.390000000000001
Meghalaya,2023,Agriculture,24.560000000000002
Meghalaya,2023,Energy,74.82000000000001
Meghalaya,2023,Industry,37.410000000000004
Meghalaya,2023,Transportation,41.0
Meghalaya,2023,Waste Management,11.3
Meghalaya,2024,Agriculture,18.14
Meghalaya,2024,Energy,41.25999999999999
Meghalaya,2024,Industry,26.98
Meghalaya,2024,Transportation,28.7
Meghalaya,2024,Waste Management,8.370000000000001
Mizoram,2010,Agriculture,18.57
Mizoram,2010,Energy,37.14
Mizoram,2010,Industry,37.11
Mizoram,2010,Transportation,39.23
Mizoram,2010,Waste Management,7.92
Mizoram,2011,Agriculture,17.82
Mizoram,2011,Energy,30.92
Mizoram,2011,Industry,58.44
Mizoram,2011,Transportation,21.46
Mizoram,2011,Waste Management,16.31
Mizoram,2012,Agriculture,15.09
Mizoram,2012,Energy,31.29
Mizoram,2012,Industry,33.78
Mizoram,2012,Transportation,34.029999999999994
Mizoram,2012,Waste Management,10.79
Mizoram,2013,Agriculture,19.27
Mizoram,2013,Energy,46.56
Mizoram,2013,Industry,56.959999999999994
Mizoram,2013,Transportation,38.6
Mizoram,2013,Waste Management,8.670000000000002
Mizoram,2014,Agriculture,24.229999999999997
Mizoram,2014,Energy,49.37
Mizoram,2014,Industry,50.12
Mizoram,2014,Transportation,35.61000000000001
Mizoram,2014,Waste Management,12.899999999999999
Mizoram,2015,Agriculture,25.17
Mizoram,2015,Energy,62.16
Mizoram,2015,Industry,52.33
Mizoram,2015,Transportation,22.88
Mizoram,2015,Waste Management,7.859999999999999
Mizoram,2016,Agriculture,19.22
Mizoram,2016,Energy,41.480000000000004
Mizoram,2016,Industry,58.199999999999996
Mizoram,2016,Transportation,40.8
Mizoram,2016,Waste Management,11.46
Mizoram,2017,Agriculture,18.189999999999998
Mizoram,2017,Energy,74.45
Mizoram,2017,Industry,41.50999999999999
Mizoram,2017,Transportation,25.76
Mizoram,2017,Waste Management,15.55
Mizoram,2018,Agriculture,12.17
Mizoram,2018,Energy,58.44
Mizoram,2018,Industry,28.57
Mizoram,2018,Transportation,38.13
Mizoram,2018,Waste Management,12.26
Mizoram,2019,Agriculture,14.990000000000002
Mizoram,2019,Energy,50.94
Mizoram,2019,Industry,48.769999999999996
Mizoram,2019,Transportation,24.599999999999998
Mizoram,2019,Waste Management,15.09
Mizoram,2020,Agriculture,12.870000000000001
Mizoram,2020,Energy,67.86
Mizoram,2020,Industry,55.230000000000004
Mizoram,2020,Transportation,31.12
Mizoram,2020,Waste Management,12.66
Mizoram,2021,Agriculture,11.620000000000001
Mizoram,2021,Energy,72.14
Mizoram,2021,Industry,61.02
Mizoram,2021,Transportation,37.33
Mizoram,2021,Waste Management,14.02
Mizoram,2022,Agriculture,18.34
Mizoram,2022,Energy,56.4
Mizoram,2022,Industry,38.0
Mizoram,2022,Transportation,35.24
Mizoram,2022,Waste Management,9.59
Mizoram,2023,Agriculture,21.47
Mizoram,2023,Energy,30.86
Mizoram,2023,Industry,49.959999999999994
Mizoram,2023,Transportation,36.660000000000004
Mizoram,2023,Waste Management,6.75
Mizoram,2024,Agriculture,21.94
Mizoram,2024,Energy,65.57
Mizoram,2024,Industry,24.180000000000003
Mizoram,2024,Transportation,44.870000000000005
Mizoram,2024,Waste Management,10.3
Nagaland,2010,Agriculture,16.14
Nagaland,2010,Energy,56.4
Nagaland,2010,Industry,61.739999999999995
Nagaland,2010,Transportation,19.490000000000002
Nagaland,2010,Waste Management,13.17
Nagaland,2011,Agriculture,16.86
Nagaland,2011,Energy,58.87
Nagaland,2011,Industry,36.42
Nagaland,2011,Transportation,24.56
Nagaland,2011,Waste Management,7.26
Nagaland,2012,Agriculture,25.11
Nagaland,2012,Energy,35.92
Nagaland,2012,Industry,42.17
Nagaland,2012,Transportation,21.319999999999997
Nagaland,2012,Waste Management,11.43
Nagaland,2013,Agriculture,13.47
Nagaland,2013,Energy,52.93000000000001
Nagaland,2013,Industry,59.07
Nagaland,2013,Transportation,21.96
Nagaland,2013,Waste Management,7.6
Nagaland,2014,Agriculture,18.62
Nagaland,2014,Energy,44.96
Nagaland,2014,Industry,40.37
Nagaland,2014,Transportation,22.34
Nagaland,2014,Waste Management,13.48
Nagaland,2015,Agriculture,21.21
Nagaland,2015,Energy,40.49
Nagaland,2015,Industry,51.6
Nagaland,2015,Transportation,47.69
Nagaland,2015,Waste Management,13.690000000000001
Nagaland,2016,Agriculture,17.35
Nagaland,2016,Energy,78.09
Nagaland,2016,Industry,61.33
Nagaland,2016,Transportation,18.529999999999998
Nagaland,2016,Waste Management,13.39
Nagaland,2017,Agriculture,19.54
Nagaland,2017,Energy,50.81
Nagaland,2017,Industry,31.97
Nagaland,2017,Transportation,37.510000000000005
Nagaland,2017,Waste Management,14.0
Nagaland,2018,Agriculture,24.03
Nagaland,2018,Energy,64.2
Nagaland,2018,Industry,51.59
Nagaland,2018,Transportation,37.36
Nagaland,2018,Waste Management,11.64
Nagaland,2019,Agriculture,22.009999999999998
Nagaland,2019,Energy,53.910000000000004
Nagaland,2019,Industry,32.29
Nagaland,2019,Transportation,45.27
Nagaland,2019,Waste Management,12.63
Nagaland,2020,Agriculture,21.95
Nagaland,2020,Energy,33.75
Nagaland,2020,Industry,29.240000000000002
Nagaland,2020,Transportation,48.12
Nagaland,2020,Waste Management,15.37
Nagaland,2021,Agriculture,16.54
Nagaland,2021,Energy,49.809999999999995
Nagaland,2021,Industry,63.63
Nagaland,2021,Transportation,31.560000000000002
Nagaland,2021,Waste Management,11.73
Nagaland,2022,Agriculture,22.71
Nagaland,2022,Energy,36.98
Nagaland,2022,Industry,36.6
Nagaland,2022,Transportation,44.480000000000004
Nagaland,2022,Waste Management,13.030000000000001
Nagaland,2023,Agriculture,20.119999999999997
Nagaland,2023,Energy,51.25
Nagaland,2023,Industry,41.07
Nagaland,2023,Transportation,45.79
Nagaland,2023,Waste Management,7.98
Nagaland,2024,Agriculture,18.310000000000002
Nagaland,2024,Energy,31.02
Nagaland,2024,Industry,39.1
Nagaland,2024,Transportation,22.14
Nagaland,2024,Waste Management,9.89
Odisha,2010,Agriculture,18.4
Odisha,2010,Energy,75.06
Odisha,2010,Industry,32.699999999999996
Odisha,2010,Transportation,22.870000000000005
Odisha,2010,Waste Management,13.739999999999998
Odisha,2011,Agriculture,21.099999999999998
Odisha,2011,Energy,59.86000000000001
Odisha,2011,Industry,41.46
Odisha,2011,Transportation,31.58
Odisha,2011,Waste Management,12.399999999999999
Odisha,2012,Agriculture,20.09
Odisha,2012,Energy,37.309999999999995
Odisha,2012,Industry,59.17
Odisha,2012,Transportation,27.580000000000002
Odisha,2012,Waste Management,12.280000000000001
Odisha,2013,Agriculture,17.11
Odisha,2013,Energy,72.03
Odisha,2013,Industry,52.99999999999999
Odisha,2013,Transportation,32.99
Odisha,2013,Waste Management,13.16
Odisha,2014,Agriculture,18.130000000000003
Odisha,2014,Energy,66.92
Odisha,2014,Industry,32.63
Odisha,2014,Transportation,32.03
Odisha,2014,Waste Management,9.54
Odisha,2015,Agriculture,21.43
Odisha,2015,Energy,41.86000000000001
Odisha,2015,Industry,27.45
Odisha,2015,Transportation,27.22
Odisha,2015,Waste Management,9.280000000000001
Odisha,2016,Agriculture,18.04
Odisha,2016,Energy,67.74
Odisha,2016,Industry,50.23
Odisha,2016,Transportation,18.79
Odisha,2016,Waste Management,11.94
Odisha,2017,Agriculture,17.419999999999998
Odisha,2017,Energy,51.44
Odisha,2017,Industry,31.68
Odisha,2017,Transportation,44.269999999999996
Odisha,2017,Waste Management,10.78
Odisha,2018,Agriculture,26.04
Odisha,2018,Energy,38.22
Odisha,2018,Industry,53.52
Odisha,2018,Transportation,21.6
Odisha,2018,Waste Management,10.98
Odisha,2019,Agriculture,21.94
Odisha,2019,Energy,32.92999999999999
Odisha,2019,Industry,30.65
Odisha,2019,Transportation,34.5
Odisha,2019,Waste Management,11.27
Odisha,2020,Agriculture,11.459999999999999
Odisha,2020,Energy,73.32999999999998
Odisha,2020,Industry,59.3
Odisha,2020,Transportation,45.9
Odisha,2020,Waste Management,15.73
