State,Year,Sector,Carbon_Type,Emission (Metric Tons)
Gujarat,2010,Agriculture,CO,0.61
Gujarat,2010,Agriculture,CO2,7.97
Gujarat,2010,Agriculture,CH4,7.27
Gujarat,2010,Waste Management,CO,0.44
Gujarat,2010,Waste Management,CO2,5.34
Gujarat,2010,Waste Management,CH4,5.42
Gujarat,2011,Energy,CO,1.92
Gujarat,2011,Energy,CO2,29.43
Gujarat,2011,Energy,CH4,2.94
Gujarat,2011,Industry,CO,1.17
Gujarat,2011,Industry,CO2,45.31
Gujarat,2011,Industry,CH4,2.11
Gujarat,2011,Transportation,CO,4.42
Gujarat,2011,Transportation,CO2,43.61
Gujarat,2011,Transportation,CH4,0.54
Gujarat,2011,Agriculture,CO,0.42
Gujarat,2011,Agriculture,CO2,7.19
Gujarat,2011,Agriculture,CH4,5.34
Gujarat,2011,Waste Management,CO,0.44
Gujarat,2011,Waste Management,CO2,2.71
Gujarat,2011,Waste Management,CH4,4.12
Gujarat,2012,Energy,CO,2.63
Gujarat,2012,Energy,CO2,69.44
Gujarat,2012,Energy,CH4,1.8
Gujarat,2012,Industry,CO,1.85
Gujarat,2012,Industry,CO2,49.15
Gujarat,2012,Industry,CH4,3.51
Gujarat,2012,Transportation,CO,3.24
Gujarat,2012,Transportation,CO2,18.54
Gujarat,2012,Transportation,CH4,0.53
Gujarat,2012,Agriculture,CO,0.68
Gujarat,2012,Agriculture,CO2,8.9
Gujarat,2012,Agriculture,CH4,6.06
Gujarat,2012,Waste Management,CO,0.36
Gujarat,2012,Waste Management,CO2,4.15
Gujarat,2012,Waste Management,CH4,7.93
Gujarat,2013,Energy,CO,1.93
Gujarat,2013,Energy,CO2,50.43
Gujarat,2013,Energy,CH4,3.12
Gujarat,2013,Industry,CO,2.5
Gujarat,2013,Industry,CO2,46.85
Gujarat,2013,Industry,CH4,1.69
Gujarat,2013,Transportation,CO,1.54
Gujarat,2013,Transportation,CO2,25.65
Gujarat,2013,Transportation,CH4,1.23
Gujarat,2013,Agriculture,CO,0.73
Gujarat,2013,Agriculture,CO2,13.94
Gujarat,2013,Agriculture,CH4,6.16
Gujarat,2013,Waste Management,CO,0.21
Gujarat,2013,Waste Management,CO2,3.62
Gujarat,2013,Waste Management,CH4,5.91
Gujarat,2014,Energy,CO,3.02
Gujarat,2014,Energy,CO2,37.58
Gujarat,2014,Energy,CH4,4.11
Gujarat,2014,Industry,CO,2.17
Gujarat,2014,Industry,CO2,41.17
Gujarat,2014,Industry,CH4,3.16
Gujarat,2014,Transportation,CO,1.66
Gujarat,2014,Transportation,CO2,35.22
Gujarat,2014,Transportation,CH4,0.58
Gujarat,2014,Agriculture,CO,0.59
Gujarat,2014,Agriculture,CO2,5.48
Gujarat,2014,Agriculture,CH4,4.4
Gujarat,2014,Waste Management,CO,0.29
Gujarat,2014,Waste Management,CO2,4.45
Gujarat,2014,Waste Management,CH4,8.12
Gujarat,2015,Energy,CO,3.53
Gujarat,2015,Energy,CO2,67.84
Gujarat,2015,Energy,CH4,3.27
Gujarat,2015,Industry,CO,2.57
Gujarat,2015,Industry,CO2,55.78
Gujarat,2015,Industry,CH4,3.44
Gujarat,2015,Transportation,CO,3.71
Gujarat,2015,Transportation,CO2,33.44
Gujarat,2015,Transportation,CH4,1.26
Gujarat,2015,Agriculture,CO,0.5
Gujarat,2015,Agriculture,CO2,8.16
Gujarat,2015,Agriculture,CH4,9.15
Gujarat,2015,Waste Management,CO,0.21
Gujarat,2015,Waste Management,CO2,6.22
Gujarat,2015,Waste Management,CH4,3.47
Gujarat,2016,Energy,CO,1.76
Gujarat,2016,Energy,CO2,35.69
Gujarat,2016,Energy,CH4,1.82
Gujarat,2016,Industry,CO,1.61
Gujarat,2016,Industry,CO2,43.22
Gujarat,2016,Industry,CH4,2.5
Gujarat,2016,Transportation,CO,3.94
Gujarat,2016,Transportation,CO2,20.51
Gujarat,2016,Transportation,CH4,0.57
Gujarat,2016,Agriculture,CO,0.45
Gujarat,2016,Agriculture,CO2,13.79
Gujarat,2016,Agriculture,CH4,4.0
Gujarat,2016,Waste Management,CO,0.16
Gujarat,2016,Waste Management,CO2,2.85
Gujarat,2016,Waste Management,CH4,9.67
Gujarat,2017,Energy,CO,1.28
Gujarat,2017,Energy,CO2,46.01
Gujarat,2017,Energy,CH4,4.0
Gujarat,2017,Industry,CO,1.72
Gujarat,2017,Industry,CO2,50.41
Gujarat,2017,Industry,CH4,3.4
Gujarat,2017,Transportation,CO,4.3
Gujarat,2017,Transportation,CO2,39.85
Gujarat,2017,Transportation,CH4,1.01
Gujarat,2017,Agriculture,CO,0.26
Gujarat,2017,Agriculture,CO2,9.48
Gujarat,2017,Agriculture,CH4,6.58
Gujarat,2017,Waste Management,CO,0.31
Gujarat,2017,Waste Management,CO2,5.0
Gujarat,2017,Waste Management,CH4,6.04
Gujarat,2018,Energy,CO,1.85
Gujarat,2018,Energy,CO2,57.04
Gujarat,2018,Energy,CH4,3.39
Gujarat,2018,Industry,CO,2.53
Gujarat,2018,Industry,CO2,37.9
Gujarat,2018,Industry,CH4,2.72
Gujarat,2018,Transportation,CO,4.27
Gujarat,2018,Transportation,CO2,43.92
Gujarat,2018,Transportation,CH4,0.83
Gujarat,2018,Agriculture,CO,0.73
Gujarat,2018,Agriculture,CO2,12.07
Gujarat,2018,Agriculture,CH4,6.34
Gujarat,2018,Waste Management,CO,0.18
Gujarat,2018,Waste Management,CO2,3.36
Gujarat,2018,Waste Management,CH4,6.66
Gujarat,2019,Energy,CO,1.95
Gujarat,2019,Energy,CO2,70.83
Gujarat,2019,Energy,CH4,4.15
Gujarat,2019,Industry,CO,1.78
Gujarat,2019,Industry,CO2,40.01
Gujarat,2019,Industry,CH4,2.97
Gujarat,2019,Transportation,CO,2.27
Gujarat,2019,Transportation,CO2,41.42
Gujarat,2019,Transportation,CH4,0.52
Gujarat,2019,Agriculture,CO,0.37
Gujarat,2019,Agriculture,CO2,6.1
Gujarat,2019,Agriculture,CH4,9.56
Gujarat,2019,Waste Management,CO,0.34
Gujarat,2019,Waste Management,CO2,3.74
Gujarat,2019,Waste Management,CH4,7.51
Gujarat,2020,Energy,CO,1.56
Gujarat,2020,Energy,CO2,25.42
Gujarat,2020,Energy,CH4,4.25
Gujarat,2020,Industry,CO,1.29
Gujarat,2020,Industry,CO2,24.11
Gujarat,2020,Industry,CH4,1.29
Gujarat,2020,Transportation,CO,1.54
Gujarat,2020,Transportation,CO2,15.75
Gujarat,2020,Transportation,CH4,0.77
Gujarat,2020,Agriculture,CO,0.6
Gujarat,2020,Agriculture,CO2,8.97
Gujarat,2020,Agriculture,CH4,5.55
Gujarat,2020,Waste Management,CO,0.34
Gujarat,2020,Waste Management,CO2,4.79
Gujarat,2020,Waste Management,CH4,7.97
Gujarat,2021,Energy,CO,2.27
Gujarat,2021,Energy,CO2,58.63
Gujarat,2021,Energy,CH4,3.49
Gujarat,2021,Industry,CO,2.24
Gujarat,2021,Industry,CO2,50.81
Gujarat,2021,Industry,CH4,1.98
Gujarat,2021,Transportation,CO,3.6
Gujarat,2021,Transportation,CO2,37.1
Gujarat,2021,Transportation,CH4,1.42
Gujarat,2021,Agriculture,CO,0.7
Gujarat,2021,Agriculture,CO2,9.5
Gujarat,2021,Agriculture,CH4,7.79
Gujarat,2021,Waste Management,CO,0.41
Gujarat,2021,Waste Management,CO2,3.21
Gujarat,2021,Waste Management,CH4,4.73
Gujarat,2022,Energy,CO,3.29
Gujarat,2022,Energy,CO2,47.4
Gujarat,2022,Energy,CH4,4.14
Gujarat,2022,Industry,CO,1.01
Gujarat,2022,Industry,CO2,24.93
Gujarat,2022,Industry,CH4,2.73
Gujarat,2022,Transportation,CO,4.12
Gujarat,2022,Transportation,CO2,27.46
Gujarat,2022,Transportation,CH4,1.15
Gujarat,2022,Agriculture,CO,0.71
Gujarat,2022,Agriculture,CO2,5.58
Gujarat,2022,Agriculture,CH4,6.41
Gujarat,2022,Waste Management,CO,0.27
Gujarat,2022,Waste Management,CO2,4.92
Gujarat,2022,Waste Management,CH4,5.94
Gujarat,2023,Energy,CO,1.96
Gujarat,2023,Energy,CO2,33.94
Gujarat,2023,Energy,CH4,2.2
Gujarat,2023,Industry,CO,1.61
Gujarat,2023,Industry,CO2,37.47
Gujarat,2023,Industry,CH4,2.99
Gujarat,2023,Transportation,CO,2.07
Gujarat,2023,Transportation,CO2,32.85
Gujarat,2023,Transportation,CH4,0.73
Gujarat,2023,Agriculture,CO,0.32
Gujarat,2023,Agriculture,CO2,5.15
Gujarat,2023,Agriculture,CH4,8.89
Gujarat,2023,Waste Management,CO,0.31
Gujarat,2023,Waste Management,CO2,3.46
Gujarat,2023,Waste Management,CH4,8.76
Gujarat,2024,Energy,CO,2.39
Gujarat,2024,Energy,CO2,52.2
Gujarat,2024,Energy,CH4,3.7
Gujarat,2024,Industry,CO,1.53
Gujarat,2024,Industry,CO2,39.47
Gujarat,2024,Industry,CH4,2.46
Gujarat,2024,Transportation,CO,3.45
Gujarat,2024,Transportation,CO2,40.88
Gujarat,2024,Transportation,CH4,0.87
Gujarat,2024,Agriculture,CO,0.59
Gujarat,2024,Agriculture,CO2,5.94
Gujarat,2024,Agriculture,CH4,7.54
Gujarat,2024,Waste Management,CO,0.39
Gujarat,2024,Waste Management,CO2,3.27
Gujarat,2024,Waste Management,CH4,4.87
Haryana,2010,Energy,CO,2.33
Haryana,2010,Energy,CO2,40.9
Haryana,2010,Energy,CH4,3.02
Haryana,2010,Industry,CO,1.61
Haryana,2010,Industry,CO2,47.18
Haryana,2010,Industry,CH4,3.62
Haryana,2010,Transportation,CO,2.47
Haryana,2010,Transportation,CO2,37.62
Haryana,2010,Transportation,CH4,1.33
Haryana,2010,Agriculture,CO,0.47
Haryana,2010,Agriculture,CO2,8.49
Haryana,2010,Agriculture,CH4,4.54
Haryana,2010,Waste Management,CO,0.22
Haryana,2010,Waste Management,CO2,6.45
Haryana,2010,Waste Management,CH4,5.14
Haryana,2011,Energy,CO,2.34
Haryana,2011,Energy,CO2,26.99
Haryana,2011,Energy,CH4,4.4
Haryana,2011,Industry,CO,2.64
Haryana,2011,Industry,CO2,20.64
Haryana,2011,Industry,CH4,2.84
Haryana,2011,Transportation,CO,3.23
Haryana,2011,Transportation,CO2,23.18
Haryana,2011,Transportation,CH4,1.29
Haryana,2011,Agriculture,CO,0.5
Haryana,2011,Agriculture,CO2,11.57
Haryana,2011,Agriculture,CH4,9.93
Haryana,2011,Waste Management,CO,0.3
Haryana,2011,Waste Management,CO2,3.7
Haryana,2011,Waste Management,CH4,7.09
Haryana,2012,Energy,CO,1.35
Haryana,2012,Energy,CO2,43.63
Haryana,2012,Energy,CH4,3.62
Haryana,2012,Industry,CO,1.73
Haryana,2012,Industry,CO2,41.33
Haryana,2012,Industry,CH4,2.55
Haryana,2012,Transportation,CO,3.37
Haryana,2012,Transportation,CO2,19.7
Haryana,2012,Transportation,CH4,0.96
Haryana,2012,Agriculture,CO,0.65
Haryana,2012,Agriculture,CO2,10.55
Haryana,2012,Agriculture,CH4,8.35
Haryana,2012,Waste Management,CO,0.21
Haryana,2012,Waste Management,CO2,5.77
Haryana,2012,Waste Management,CH4,9.61
Haryana,2013,Energy,CO,3.21
Haryana,2013,Energy,CO2,60.5
Haryana,2013,Energy,CH4,1.97
Haryana,2013,Industry,CO,2.09
Haryana,2013,Industry,CO2,26.41
Haryana,2013,Industry,CH4,2.73
Haryana,2013,Transportation,CO,2.08
Haryana,2013,Transportation,CO2,30.23
Haryana,2013,Transportation,CH4,0.9
Haryana,2013,Agriculture,CO,0.65
Haryana,2013,Agriculture,CO2,9.64
Haryana,2013,Agriculture,CH4,4.61
Haryana,2013,Waste Management,CO,0.3
Haryana,2013,Waste Management,CO2,5.8
Haryana,2013,Waste Management,CH4,3.98
Haryana,2014,Energy,CO,2.56
Haryana,2014,Energy,CO2,56.64
Haryana,2014,Energy,CH4,1.77
Haryana,2014,Industry,CO,1.21
Haryana,2014,Industry,CO2,38.12
Haryana,2014,Industry,CH4,3.58
Haryana,2014,Transportation,CO,3.16
Haryana,2014,Transportation,CO2,41.15
Haryana,2014,Transportation,CH4,0.61
Haryana,2014,Agriculture,CO,0.27
Haryana,2014,Agriculture,CO2,11.63
Haryana,2014,Agriculture,CH4,4.33
Haryana,2014,Waste Management,CO,0.44
Haryana,2014,Waste Management,CO2,7.07
Haryana,2014,Waste Management,CH4,9.72
Haryana,2015,Energy,CO,2.19
Haryana,2015,Energy,CO2,42.55
Haryana,2015,Energy,CH4,1.96
Haryana,2015,Industry,CO,1.48
Haryana,2015,Industry,CO2,52.55
Haryana,2015,Industry,CH4,2.53
Haryana,2015,Transportation,CO,2.95
Haryana,2015,Transportation,CO2,15.75
Haryana,2015,Transportation,CH4,1.06
Haryana,2015,Agriculture,CO,0.57
Haryana,2015,Agriculture,CO2,6.58
Haryana,2015,Agriculture,CH4,5.11
Haryana,2015,Waste Management,CO,0.38
Haryana,2015,Waste Management,CO2,3.96
Haryana,2015,Waste Management,CH4,8.05
Haryana,2016,Energy,CO,2.77
Haryana,2016,Energy,CO2,37.73
Haryana,2016,Energy,CH4,2.8
Haryana,2016,Industry,CO,2.3
Haryana,2016,Industry,CO2,25.68
Haryana,2016,Industry,CH4,2.39
Haryana,2016,Transportation,CO,3.29
Haryana,2016,Transportation,CO2,30.22
Haryana,2016,Transportation,CH4,0.79
Haryana,2016,Agriculture,CO,0.29
Haryana,2016,Agriculture,CO2,5.26
Haryana,2016,Agriculture,CH4,7.98
Haryana,2016,Waste Management,CO,0.26
Haryana,2016,Waste Management,CO2,4.73
Haryana,2016,Waste Management,CH4,5.26
Haryana,2017,Energy,CO,1.53
Haryana,2017,Energy,CO2,31.73
Haryana,2017,Energy,CH4,3.73
Haryana,2017,Industry,CO,2.51
Haryana,2017,Industry,CO2,59.51
Haryana,2017,Industry,CH4,2.05
Haryana,2017,Transportation,CO,3.0
Haryana,2017,Transportation,CO2,33.77
Haryana,2017,Transportation,CH4,0.76
Haryana,2017,Agriculture,CO,0.39
Haryana,2017,Agriculture,CO2,5.36
Haryana,2017,Agriculture,CH4,10.52
Haryana,2017,Waste Management,CO,0.25
Haryana,2017,Waste Management,CO2,5.01
Haryana,2017,Waste Management,CH4,7.19
Haryana,2018,Energy,CO,3.69
Haryana,2018,Energy,CO2,47.73
Haryana,2018,Energy,CH4,2.8
Haryana,2018,Industry,CO,0.96
Haryana,2018,Industry,CO2,47.07
Haryana,2018,Industry,CH4,1.87
Haryana,2018,Transportation,CO,4.12
Haryana,2018,Transportation,CO2,21.71
Haryana,2018,Transportation,CH4,0.75
Haryana,2018,Agriculture,CO,0.26
Haryana,2018,Agriculture,CO2,13.86
Haryana,2018,Agriculture,CH4,11.43
Haryana,2018,Waste Management,CO,0.21
Haryana,2018,Waste Management,CO2,3.01
Haryana,2018,Waste Management,CH4,8.97
Haryana,2019,Energy,CO,3.71
Haryana,2019,Energy,CO2,71.32
Haryana,2019,Energy,CH4,3.61
Haryana,2019,Industry,CO,1.64
Haryana,2019,Industry,CO2,52.5
Haryana,2019,Industry,CH4,2.55
Haryana,2019,Transportation,CO,2.15
Haryana,2019,Transportation,CO2,15.9
Haryana,2019,Transportation,CH4,0.78
Haryana,2019,Agriculture,CO,0.28
Haryana,2019,Agriculture,CO2,6.26
Haryana,2019,Agriculture,CH4,5.29
Haryana,2019,Waste Management,CO,0.4
Haryana,2019,Waste Management,CO2,3.37
Haryana,2019,Waste Management,CH4,5.24
Haryana,2020,Energy,CO,3.08
Haryana,2020,Energy,CO2,25.04
Haryana,2020,Energy,CH4,3.68
Haryana,2020,Industry,CO,1.2
Haryana,2020,Industry,CO2,37.55
Haryana,2020,Industry,CH4,3.08
Haryana,2020,Transportation,CO,4.24
Haryana,2020,Transportation,CO2,17.35
Haryana,2020,Transportation,CH4,1.16
Haryana,2020,Agriculture,CO,0.28
Haryana,2020,Agriculture,CO2,9.72
Haryana,2020,Agriculture,CH4,5.36
Haryana,2020,Waste Management,CO,0.31
Haryana,2020,Waste Management,CO2,4.26
Haryana,2020,Waste Management,CH4,7.44
Haryana,2021,Energy,CO,3.23
Haryana,2021,Energy,CO2,59.26
Haryana,2021,Energy,CH4,1.75
Haryana,2021,Industry,CO,1.08
Haryana,2021,Industry,CO2,40.0
Haryana,2021,Industry,CH4,1.41
Haryana,2021,Transportation,CO,3.81
Haryana,2021,Transportation,CO2,30.99
Haryana,2021,Transportation,CH4,1.31
Haryana,2021,Agriculture,CO,0.66
Haryana,2021,Agriculture,CO2,13.51
Haryana,2021,Agriculture,CH4,8.76
Haryana,2021,Waste Management,CO,0.29
Haryana,2021,Waste Management,CO2,5.82
Haryana,2021,Waste Management,CH4,7.78
Haryana,2022,Energy,CO,2.94
Haryana,2022,Energy,CO2,55.84
Haryana,2022,Energy,CH4,2.56
Haryana,2022,Industry,CO,2.54
Haryana,2022,Industry,CO2,20.58
Haryana,2022,Industry,CH4,2.41
Haryana,2022,Transportation,CO,1.78
Haryana,2022,Transportation,CO2,26.88
Haryana,2022,Transportation,CH4,0.59
Haryana,2022,Agriculture,CO,0.57
Haryana,2022,Agriculture,CO2,9.62
Haryana,2022,Agriculture,CH4,5.49
Haryana,2022,Waste Management,CO,0.38
Haryana,2022,Waste Management,CO2,6.55
Haryana,2022,Waste Management,CH4,9.58
Haryana,2023,Energy,CO,1.91
Haryana,2023,Energy,CO2,47.76
Haryana,2023,Energy,CH4,1.69
Haryana,2023,Industry,CO,1.81
Haryana,2023,Industry,CO2,53.78
Haryana,2023,Industry,CH4,2.74
Haryana,2023,Transportation,CO,3.14
Haryana,2023,Transportation,CO2,44.82
Haryana,2023,Transportation,CH4,0.93
Haryana,2023,Agriculture,CO,0.74
Haryana,2023,Agriculture,CO2,9.56
Haryana,2023,Agriculture,CH4,10.73
Haryana,2023,Waste Management,CO,0.28
Haryana,2023,Waste Management,CO2,7.46
Haryana,2023,Waste Management,CH4,4.19
Haryana,2024,Energy,CO,3.61
Haryana,2024,Energy,CO2,74.25
Haryana,2024,Energy,CH4,3.6
Haryana,2024,Industry,CO,1.15
Haryana,2024,Industry,CO2,41.03
Haryana,2024,Industry,CH4,2.02
Haryana,2024,Transportation,CO,1.95
Haryana,2024,Transportation,CO2,41.75
Haryana,2024,Transportation,CH4,1.48
Haryana,2024,Agriculture,CO,0.74
Haryana,2024,Agriculture,CO2,7.68
Haryana,2024,Agriculture,CH4,11.48
Haryana,2024,Waste Management,CO,0.34
Haryana,2024,Waste Management,CO2,3.92
Haryana,2024,Waste Management,CH4,9.58
Himachal Pradesh,2010,Energy,CO,3.41
Himachal Pradesh,2010,Energy,CO2,37.88
Himachal Pradesh,2010,Energy,CH4,3.38
Himachal Pradesh,2010,Industry,CO,1.86
Himachal Pradesh,2010,Industry,CO2,52.68
Himachal Pradesh,2010,Industry,CH4,1.92
Himachal Pradesh,2010,Transportation,CO,2.41
Himachal Pradesh,2010,Transportation,CO2,42.47
Himachal Pradesh,2010,Transportation,CH4,0.86
Himachal Pradesh,2010,Agriculture,CO,0.46
Himachal Pradesh,2010,Agriculture,CO2,10.5
Himachal Pradesh,2010,Agriculture,CH4,5.46
Himachal Pradesh,2010,Waste Management,CO,0.29
Himachal Pradesh,2010,Waste Management,CO2,2.97
Himachal Pradesh,2010,Waste Management,CH4,6.56
Himachal Pradesh,2011,Energy,CO,2.33
Himachal Pradesh,2011,Energy,CO2,35.66
Himachal Pradesh,2011,Energy,CH4,3.0
Himachal Pradesh,2011,Industry,CO,2.14
Himachal Pradesh,2011,Industry,CO2,31.32
Himachal Pradesh,2011,Industry,CH4,2.65
Himachal Pradesh,2011,Transportation,CO,4.01
Himachal Pradesh,2011,Transportation,CO2,20.3
Himachal Pradesh,2011,Transportation,CH4,1.22
Himachal Pradesh,2011,Agriculture,CO,0.68
Himachal Pradesh,2011,Agriculture,CO2,6.34
Himachal Pradesh,2011,Agriculture,CH4,6.57
Himachal Pradesh,2011,Waste Management,CO,0.29
Himachal Pradesh,2011,Waste Management,CO2,4.21
Himachal Pradesh,2011,Waste Management,CH4,3.66
Himachal Pradesh,2012,Energy,CO,3.59
Himachal Pradesh,2012,Energy,CO2,49.64
Himachal Pradesh,2012,Energy,CH4,2.95
Himachal Pradesh,2012,Industry,CO,2.06
Himachal Pradesh,2012,Industry,CO2,23.31
Himachal Pradesh,2012,Industry,CH4,2.58
Himachal Pradesh,2012,Transportation,CO,3.74
Himachal Pradesh,2012,Transportation,CO2,24.62
Himachal Pradesh,2012,Transportation,CH4,1.03
Himachal Pradesh,2012,Agriculture,CO,0.69
Himachal Pradesh,2012,Agriculture,CO2,13.53
Himachal Pradesh,2012,Agriculture,CH4,11.62
Himachal Pradesh,2012,Waste Management,CO,0.43
Himachal Pradesh,2012,Waste Management,CO2,7.13
Himachal Pradesh,2012,Waste Management,CH4,3.71
Himachal Pradesh,2013,Energy,CO,1.65
Himachal Pradesh,2013,Energy,CO2,62.39
Himachal Pradesh,2013,Energy,CH4,3.79
Himachal Pradesh,2013,Industry,CO,1.56
Himachal Pradesh,2013,Industry,CO2,36.99
Himachal Pradesh,2013,Industry,CH4,2.39
Himachal Pradesh,2013,Transportation,CO,2.66
Himachal Pradesh,2013,Transportation,CO2,24.43
Himachal Pradesh,2013,Transportation,CH4,0.62
Himachal Pradesh,2013,Agriculture,CO,0.32
Himachal Pradesh,2013,Agriculture,CO2,6.05
Himachal Pradesh,2013,Agriculture,CH4,9.77
Himachal Pradesh,2013,Waste Management,CO,0.22
Himachal Pradesh,2013,Waste Management,CO2,7.01
Himachal Pradesh,2013,Waste Management,CH4,5.73
Himachal Pradesh,2014,Energy,CO,2.16
Himachal Pradesh,2014,Energy,CO2,48.5
Himachal Pradesh,2014,Energy,CH4,3.46
Himachal Pradesh,2014,Industry,CO,1.56
Himachal Pradesh,2014,Industry,CO2,42.18
Himachal Pradesh,2014,Industry,CH4,3.71
Himachal Pradesh,2014,Transportation,CO,1.66
Himachal Pradesh,2014,Transportation,CO2,32.24
Himachal Pradesh,2014,Transportation,CH4,0.97
Himachal Pradesh,2014,Agriculture,CO,0.64
Himachal Pradesh,2014,Agriculture,CO2,5.72
Himachal Pradesh,2014,Agriculture,CH4,11.77
Himachal Pradesh,2014,Waste Management,CO,0.25
Himachal Pradesh,2014,Waste Management,CO2,3.33
Himachal Pradesh,2014,Waste Management,CH4,6.33
Himachal Pradesh,2015,Energy,CO,2.83
Himachal Pradesh,2015,Energy,CO2,52.64
Himachal Pradesh,2015,Energy,CH4,3.45
Himachal Pradesh,2015,Industry,CO,1.93
Himachal Pradesh,2015,Industry,CO2,37.1
Himachal Pradesh,2015,Industry,CH4,2.04
Himachal Pradesh,2015,Transportation,CO,3.82
Himachal Pradesh,2015,Transportation,CO2,43.49
Himachal Pradesh,2015,Transportation,CH4,1.38
Himachal Pradesh,2015,Agriculture,CO,0.36
Himachal Pradesh,2015,Agriculture,CO2,7.68
Himachal Pradesh,2015,Agriculture,CH4,7.33
Himachal Pradesh,2015,Waste Management,CO,0.31
Himachal Pradesh,2015,Waste Management,CO2,4.92
Himachal Pradesh,2015,Waste Management,CH4,8.62
Himachal Pradesh,2016,Energy,CO,1.7
Himachal Pradesh,2016,Energy,CO2,45.35
Himachal Pradesh,2016,Energy,CH4,1.69
Himachal Pradesh,2016,Industry,CO,1.36
Himachal Pradesh,2016,Industry,CO2,28.16
Himachal Pradesh,2016,Industry,CH4,3.12
Himachal Pradesh,2016,Transportation,CO,4.35
Himachal Pradesh,2016,Transportation,CO2,41.06
Himachal Pradesh,2016,Transportation,CH4,1.17
Himachal Pradesh,2016,Agriculture,CO,0.73
Himachal Pradesh,2016,Agriculture,CO2,11.9
Himachal Pradesh,2016,Agriculture,CH4,5.37
Himachal Pradesh,2016,Waste Management,CO,0.43
Himachal Pradesh,2016,Waste Management,CO2,4.27
Himachal Pradesh,2016,Waste Management,CH4,3.79
Himachal Pradesh,2017,Energy,CO,2.95
Himachal Pradesh,2017,Energy,CO2,59.16
Himachal Pradesh,2017,Energy,CH4,2.07
Himachal Pradesh,2017,Industry,CO,1.88
Himachal Pradesh,2017,Industry,CO2,59.47
Himachal Pradesh,2017,Industry,CH4,1.69
Himachal Pradesh,2017,Transportation,CO,2.04
Himachal Pradesh,2017,Transportation,CO2,15.96
Himachal Pradesh,2017,Transportation,CH4,0.9
Himachal Pradesh,2017,Agriculture,CO,0.31
Himachal Pradesh,2017,Agriculture,CO2,12.94
Himachal Pradesh,2017,Agriculture,CH4,7.09
Himachal Pradesh,2017,Waste Management,CO,0.38
Himachal Pradesh,2017,Waste Management,CO2,2.63
Himachal Pradesh,2017,Waste Management,CH4,6.55
Himachal Pradesh,2018,Energy,CO,2.83
Himachal Pradesh,2018,Energy,CO2,57.01
Himachal Pradesh,2018,Energy,CH4,3.04
Himachal Pradesh,2018,Industry,CO,1.05
Himachal Pradesh,2018,Industry,CO2,40.01
Himachal Pradesh,2018,Industry,CH4,1.59
Himachal Pradesh,2018,Transportation,CO,1.53
Himachal Pradesh,2018,Transportation,CO2,43.82
Himachal Pradesh,2018,Transportation,CH4,1.22
Himachal Pradesh,2018,Agriculture,CO,0.36
Himachal Pradesh,2018,Agriculture,CO2,5.55
Himachal Pradesh,2018,Agriculture,CH4,8.6
Himachal Pradesh,2018,Waste Management,CO,0.31
Himachal Pradesh,2018,Waste Management,CO2,6.38
Himachal Pradesh,2018,Waste Management,CH4,9.43
Himachal Pradesh,2019,Energy,CO,3.36
Himachal Pradesh,2019,Energy,CO2,27.92
Himachal Pradesh,2019,Energy,CH4,4.13
Himachal Pradesh,2019,Industry,CO,2.49
Himachal Pradesh,2019,Industry,CO2,25.11
Himachal Pradesh,2019,Industry,CH4,2.96
Himachal Pradesh,2019,Transportation,CO,3.52
Himachal Pradesh,2019,Transportation,CO2,22.37
Himachal Pradesh,2019,Transportation,CH4,0.75
Himachal Pradesh,2019,Agriculture,CO,0.48
Himachal Pradesh,2019,Agriculture,CO2,6.09
Himachal Pradesh,2019,Agriculture,CH4,7.74
Himachal Pradesh,2019,Waste Management,CO,0.24
Himachal Pradesh,2019,Waste Management,CO2,3.38
Himachal Pradesh,2019,Waste Management,CH4,8.15
Himachal Pradesh,2020,Energy,CO,2.7
Himachal Pradesh,2020,Energy,CO2,46.68
Himachal Pradesh,2020,Energy,CH4,4.27
Himachal Pradesh,2020,Industry,CO,1.19
Himachal Pradesh,2020,Industry,CO2,37.01
Himachal Pradesh,2020,Industry,CH4,2.47
Himachal Pradesh,2020,Transportation,CO,1.75
Himachal Pradesh,2020,Transportation,CO2,40.3
Himachal Pradesh,2020,Transportation,CH4,0.77
Himachal Pradesh,2020,Agriculture,CO,0.54
Himachal Pradesh,2020,Agriculture,CO2,5.86
Himachal Pradesh,2020,Agriculture,CH4,6.63
Himachal Pradesh,2020,Waste Management,CO,0.29
Himachal Pradesh,2020,Waste Management,CO2,2.72
Himachal Pradesh,2020,Waste Management,CH4,5.67
Himachal Pradesh,2021,Energy,CO,3.48
Himachal Pradesh,2021,Energy,CO2,35.82
Himachal Pradesh,2021,Energy,CH4,2.11
Himachal Pradesh,2021,Industry,CO,2.62
Himachal Pradesh,2021,Industry,CO2,41.19
Himachal Pradesh,2021,Industry,CH4,3.63
Himachal Pradesh,2021,Transportation,CO,2.9
Himachal Pradesh,2021,Transportation,CO2,22.31
Himachal Pradesh,2021,Transportation,CH4,1.47
Himachal Pradesh,2021,Agriculture,CO,0.7
Himachal Pradesh,2021,Agriculture,CO2,9.33
Himachal Pradesh,2021,Agriculture,CH4,10.69
Himachal Pradesh,2021,Waste Management,CO,0.28
Himachal Pradesh,2021,Waste Management,CO2,6.04
Himachal Pradesh,2021,Waste Management,CH4,6.81
